,Like or not like,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
191,1,0.369,0.744,2,-5.345,1,0.314,0.000673,0,0.316,0.612,78.309,'audio_features','0s019O8KwLXkPSSV609qEE','spotify:track:0s019O8KwLXkPSSV609qEE','https://api.spotify.com/v1/tracks/0s019O8KwLXkPSSV609qEE','https://api.spotify.com/v1/audio-analysis/0s019O8KwLXkPSSV609qEE',248587,4
192,1,0.697,0.527,0,-10.438,0,0.211,0.0431,1.25E-05,0.0882,0.294,121.849,'audio_features','4wTMBYRE6xVTIUQ6fEudsJ','spotify:track:4wTMBYRE6xVTIUQ6fEudsJ','https://api.spotify.com/v1/tracks/4wTMBYRE6xVTIUQ6fEudsJ','https://api.spotify.com/v1/audio-analysis/4wTMBYRE6xVTIUQ6fEudsJ',277387,4
193,1,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,'audio_features','5A6OHHy73AR5tLxgTc98zz','spotify:track:5A6OHHy73AR5tLxgTc98zz','https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz','https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz',217667,4
194,1,0.629,0.795,11,-2.714,0,0.0389,0.063,0,0.291,0.833,133.046,'audio_features','5xpmdbQcfIOsE1hACcC3UK','spotify:track:5xpmdbQcfIOsE1hACcC3UK','https://api.spotify.com/v1/tracks/5xpmdbQcfIOsE1hACcC3UK','https://api.spotify.com/v1/audio-analysis/5xpmdbQcfIOsE1hACcC3UK',222867,4
195,1,0.822,0.711,11,-6.741,0,0.275,0.0283,0.00129,0.236,0.681,79.949,'audio_features','3OVLPcUPS0HbMeAeMP0jZ4','spotify:track:3OVLPcUPS0HbMeAeMP0jZ4','https://api.spotify.com/v1/tracks/3OVLPcUPS0HbMeAeMP0jZ4','https://api.spotify.com/v1/audio-analysis/3OVLPcUPS0HbMeAeMP0jZ4',220347,4
196,1,0.59,0.702,1,-9.058,1,0.0817,0.0135,0,0.428,0.124,134.023,'audio_features','5h5tBFnbcVioFXiOixTn6E','spotify:track:5h5tBFnbcVioFXiOixTn6E','https://api.spotify.com/v1/tracks/5h5tBFnbcVioFXiOixTn6E','https://api.spotify.com/v1/audio-analysis/5h5tBFnbcVioFXiOixTn6E',310720,4
197,1,0.778,0.42,0,-8.224,0,0.0919,0.0407,0,0.11,0.2,131.957,'audio_features','01Lr5YepbgjXAWR9iOEyH1','spotify:track:01Lr5YepbgjXAWR9iOEyH1','https://api.spotify.com/v1/tracks/01Lr5YepbgjXAWR9iOEyH1','https://api.spotify.com/v1/audio-analysis/01Lr5YepbgjXAWR9iOEyH1',246213,4
198,1,0.543,0.564,7,-4.996,0,0.345,0.0545,0,0.193,0.345,109.297,'audio_features','2WBjsxTE3hBInd21yUY65h','spotify:track:2WBjsxTE3hBInd21yUY65h','https://api.spotify.com/v1/tracks/2WBjsxTE3hBInd21yUY65h','https://api.spotify.com/v1/audio-analysis/2WBjsxTE3hBInd21yUY65h',293533,5
199,1,0.734,0.746,11,-5.088,1,0.0762,0.00135,0,0.178,0.539,94.033,'audio_features','6lgzJuBX3iqevLdtgNlyAU','spotify:track:6lgzJuBX3iqevLdtgNlyAU','https://api.spotify.com/v1/tracks/6lgzJuBX3iqevLdtgNlyAU','https://api.spotify.com/v1/audio-analysis/6lgzJuBX3iqevLdtgNlyAU',197627,4
200,1,0.927,0.337,1,-11.053,1,0.371,0.0639,8.22E-06,0.169,0.275,98.935,'audio_features','21nFIDqoD1L7ELsprVSzOR','spotify:track:21nFIDqoD1L7ELsprVSzOR','https://api.spotify.com/v1/tracks/21nFIDqoD1L7ELsprVSzOR','https://api.spotify.com/v1/audio-analysis/21nFIDqoD1L7ELsprVSzOR',203200,4
201,1,0.832,0.647,1,-8.484,1,0.208,0.00997,0,0.355,0.281,95.109,'audio_features','2NRUU0gP1d8Yif8CpsCW8l','spotify:track:2NRUU0gP1d8Yif8CpsCW8l','https://api.spotify.com/v1/tracks/2NRUU0gP1d8Yif8CpsCW8l','https://api.spotify.com/v1/audio-analysis/2NRUU0gP1d8Yif8CpsCW8l',206667,4
202,1,0.763,0.53,5,-5.554,0,0.0577,0.272,0,0.16,0.469,97.033,'audio_features','1uH1Nd8vet2uoZSDFSDwbh','spotify:track:1uH1Nd8vet2uoZSDFSDwbh','https://api.spotify.com/v1/tracks/1uH1Nd8vet2uoZSDFSDwbh','https://api.spotify.com/v1/audio-analysis/1uH1Nd8vet2uoZSDFSDwbh',231893,4
203,1,0.8,0.516,6,-7.321,1,0.279,0.0126,0,0.134,0.363,94.957,'audio_features','411k79KI0fTsUYeHtTMUBG','spotify:track:411k79KI0fTsUYeHtTMUBG','https://api.spotify.com/v1/tracks/411k79KI0fTsUYeHtTMUBG','https://api.spotify.com/v1/audio-analysis/411k79KI0fTsUYeHtTMUBG',223093,4
204,1,0.647,0.714,1,-5.967,1,0.156,0.305,0,0.291,0.597,146.128,'audio_features','5KliOPpfkFJzNXJpmjgTR7','spotify:track:5KliOPpfkFJzNXJpmjgTR7','https://api.spotify.com/v1/tracks/5KliOPpfkFJzNXJpmjgTR7','https://api.spotify.com/v1/audio-analysis/5KliOPpfkFJzNXJpmjgTR7',271653,4
205,1,0.778,0.741,10,-4.97,0,0.0484,0.0538,2.04E-06,0.29,0.364,102.95,'audio_features','0NTMtAO2BV4tnGvw9EgBVq','spotify:track:0NTMtAO2BV4tnGvw9EgBVq','https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq','https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq',219306,4
206,1,0.746,0.764,0,-5.066,0,0.0423,0.00116,8.19E-06,0.0867,0.518,137.98,'audio_features','3hLcmoGgN8BCqw58ZB6pxa','spotify:track:3hLcmoGgN8BCqw58ZB6pxa','https://api.spotify.com/v1/tracks/3hLcmoGgN8BCqw58ZB6pxa','https://api.spotify.com/v1/audio-analysis/3hLcmoGgN8BCqw58ZB6pxa',173893,4
207,1,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,'audio_features','7KFEIFuxnRRIRqN065WKTu','spotify:track:7KFEIFuxnRRIRqN065WKTu','https://api.spotify.com/v1/tracks/7KFEIFuxnRRIRqN065WKTu','https://api.spotify.com/v1/audio-analysis/7KFEIFuxnRRIRqN065WKTu',213053,4
208,1,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,'audio_features','5iNRPN7oYQvdB9AmeSW6d3','spotify:track:5iNRPN7oYQvdB9AmeSW6d3','https://api.spotify.com/v1/tracks/5iNRPN7oYQvdB9AmeSW6d3','https://api.spotify.com/v1/audio-analysis/5iNRPN7oYQvdB9AmeSW6d3',222093,4
209,1,0.726,0.607,2,-7.68,1,0.0498,0.0389,0,0.19,0.891,81.997,'audio_features','4T0ScSPdQKmGvruK7pavNP','spotify:track:4T0ScSPdQKmGvruK7pavNP','https://api.spotify.com/v1/tracks/4T0ScSPdQKmGvruK7pavNP','https://api.spotify.com/v1/audio-analysis/4T0ScSPdQKmGvruK7pavNP',176744,4
210,1,0.647,0.646,9,-5.483,0,0.243,0.0424,0,0.0888,0.721,92.981,'audio_features','6dlpABcXrQKRU9G00i6Zba','spotify:track:6dlpABcXrQKRU9G00i6Zba','https://api.spotify.com/v1/tracks/6dlpABcXrQKRU9G00i6Zba','https://api.spotify.com/v1/audio-analysis/6dlpABcXrQKRU9G00i6Zba',201253,4
211,1,0.686,0.342,5,-8.555,0,0.0447,0.0212,0,0.111,0.429,104.995,'audio_features','5u7o3wXWJI7AN1b9KIf3m8','spotify:track:5u7o3wXWJI7AN1b9KIf3m8','https://api.spotify.com/v1/tracks/5u7o3wXWJI7AN1b9KIf3m8','https://api.spotify.com/v1/audio-analysis/5u7o3wXWJI7AN1b9KIf3m8',224907,4
212,1,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41E-05,0.209,0.375,130.028,'audio_features','3IJCSQoLF4YzPAKaxq2JLb','spotify:track:3IJCSQoLF4YzPAKaxq2JLb','https://api.spotify.com/v1/tracks/3IJCSQoLF4YzPAKaxq2JLb','https://api.spotify.com/v1/audio-analysis/3IJCSQoLF4YzPAKaxq2JLb',217679,4
213,1,0.849,0.521,4,-6.386,1,0.0662,0.0523,0,0.277,0.613,102.011,'audio_features','64Jyg9AzWl3AHdnkKPmY4T','spotify:track:64Jyg9AzWl3AHdnkKPmY4T','https://api.spotify.com/v1/tracks/64Jyg9AzWl3AHdnkKPmY4T','https://api.spotify.com/v1/audio-analysis/64Jyg9AzWl3AHdnkKPmY4T',237653,4
214,1,0.38,0.614,7,-8.439,0,0.0487,0.255,0,0.0824,0.0806,133.906,'audio_features','4AILWMTyKIlicSfDVNtZQD','spotify:track:4AILWMTyKIlicSfDVNtZQD','https://api.spotify.com/v1/tracks/4AILWMTyKIlicSfDVNtZQD','https://api.spotify.com/v1/audio-analysis/4AILWMTyKIlicSfDVNtZQD',250000,4
215,1,0.413,0.665,6,-5.329,1,0.199,0.00997,1.27E-06,0.366,0.237,92.01,'audio_features','387d34iruAkp5VeT07TmJZ','spotify:track:387d34iruAkp5VeT07TmJZ','https://api.spotify.com/v1/tracks/387d34iruAkp5VeT07TmJZ','https://api.spotify.com/v1/audio-analysis/387d34iruAkp5VeT07TmJZ',277584,4
216,1,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,'audio_features','3twQx3psUMJKj4wna5d1zU','spotify:track:3twQx3psUMJKj4wna5d1zU','https://api.spotify.com/v1/tracks/3twQx3psUMJKj4wna5d1zU','https://api.spotify.com/v1/audio-analysis/3twQx3psUMJKj4wna5d1zU',222093,4
217,1,0.823,0.561,6,-5.1,1,0.0432,0.0418,0,0.0904,0.635,98.033,'audio_features','1N1yRlgw2AgZeVndoGRFIk','spotify:track:1N1yRlgw2AgZeVndoGRFIk','https://api.spotify.com/v1/tracks/1N1yRlgw2AgZeVndoGRFIk','https://api.spotify.com/v1/audio-analysis/1N1yRlgw2AgZeVndoGRFIk',226247,4
218,1,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,'audio_features','0fgZUSa7D7aVvv3GfO0A1n','spotify:track:0fgZUSa7D7aVvv3GfO0A1n','https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n','https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n',226581,4
219,1,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,'audio_features','02M6vucOvmRfMxTXDUwRXu','spotify:track:02M6vucOvmRfMxTXDUwRXu','https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu','https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu',213507,4
220,1,0.646,0.653,0,-8.028,0,0.0946,0.00466,0,0.856,0.347,131,'audio_features','6Z58WT7qNqz1OVSOcRSIlw','spotify:track:6Z58WT7qNqz1OVSOcRSIlw','https://api.spotify.com/v1/tracks/6Z58WT7qNqz1OVSOcRSIlw','https://api.spotify.com/v1/audio-analysis/6Z58WT7qNqz1OVSOcRSIlw',276080,4
221,1,0.645,0.656,8,-7.307,1,0.232,0.252,2.36E-05,0.575,0.418,136.825,'audio_features','7I2amOVnwKIZj0tXz6Lz3E','spotify:track:7I2amOVnwKIZj0tXz6Lz3E','https://api.spotify.com/v1/tracks/7I2amOVnwKIZj0tXz6Lz3E','https://api.spotify.com/v1/audio-analysis/7I2amOVnwKIZj0tXz6Lz3E',234667,4
222,1,0.56,0.81,0,-8.029,0,0.0872,0.0071,7.93E-06,0.241,0.247,170.044,'audio_features','2CY92qejUrhyPUASawNVRr','spotify:track:2CY92qejUrhyPUASawNVRr','https://api.spotify.com/v1/tracks/2CY92qejUrhyPUASawNVRr','https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr',217573,4
223,1,0.779,0.665,0,-5.628,1,0.183,0.19,0.000265,0.105,0.449,140.176,'audio_features','7E8jojFn5X3OPPuTx6TmPe','spotify:track:7E8jojFn5X3OPPuTx6TmPe','https://api.spotify.com/v1/tracks/7E8jojFn5X3OPPuTx6TmPe','https://api.spotify.com/v1/audio-analysis/7E8jojFn5X3OPPuTx6TmPe',321987,4
224,1,0.706,0.637,1,-4.28,1,0.0397,0.0593,0,0.0935,0.442,141.988,'audio_features','46xsmPKKb3zxHkXwRqxNVL','spotify:track:46xsmPKKb3zxHkXwRqxNVL','https://api.spotify.com/v1/tracks/46xsmPKKb3zxHkXwRqxNVL','https://api.spotify.com/v1/audio-analysis/46xsmPKKb3zxHkXwRqxNVL',243625,4
225,1,0.554,0.405,1,-9.255,0,0.0747,0.252,0,0.118,0.143,93.341,'audio_features','3YfovjrAI1m5Y5kprgEXcm','spotify:track:3YfovjrAI1m5Y5kprgEXcm','https://api.spotify.com/v1/tracks/3YfovjrAI1m5Y5kprgEXcm','https://api.spotify.com/v1/audio-analysis/3YfovjrAI1m5Y5kprgEXcm',255467,4
226,1,0.692,0.573,1,-9.237,0,0.0445,0.0113,0.0688,0.145,0.205,120.009,'audio_features','1jhrjM26NnMt9iSD7pllmP','spotify:track:1jhrjM26NnMt9iSD7pllmP','https://api.spotify.com/v1/tracks/1jhrjM26NnMt9iSD7pllmP','https://api.spotify.com/v1/audio-analysis/1jhrjM26NnMt9iSD7pllmP',258855,4
227,1,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,'audio_features','1WoOzgvz6CgH4pX6a1RKGp','spotify:track:1WoOzgvz6CgH4pX6a1RKGp','https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp','https://api.spotify.com/v1/audio-analysis/1WoOzgvz6CgH4pX6a1RKGp',213053,4
228,1,0.486,0.747,11,-5.728,0,0.355,0.00396,0,0.672,0.797,93.39,'audio_features','5oP57FivABUien2C3cnU59','spotify:track:5oP57FivABUien2C3cnU59','https://api.spotify.com/v1/tracks/5oP57FivABUien2C3cnU59','https://api.spotify.com/v1/audio-analysis/5oP57FivABUien2C3cnU59',185653,4
229,1,0.904,0.62,2,-8.124,1,0.0595,0.00343,0.000249,0.0504,0.515,134.969,'audio_features','1OAYKfE0YdrN7C1yLWaLJo','spotify:track:1OAYKfE0YdrN7C1yLWaLJo','https://api.spotify.com/v1/tracks/1OAYKfE0YdrN7C1yLWaLJo','https://api.spotify.com/v1/audio-analysis/1OAYKfE0YdrN7C1yLWaLJo',267067,4
230,1,0.718,0.67,1,-5.236,1,0.227,0.0144,0,0.0851,0.517,88.764,'audio_features','7DTlsMOQjGysXHpwwpHuPl','spotify:track:7DTlsMOQjGysXHpwwpHuPl','https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl','https://api.spotify.com/v1/audio-analysis/7DTlsMOQjGysXHpwwpHuPl',269693,4
231,1,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,'audio_features','48EjSdYh8wz2gBxxqzrsLe','spotify:track:48EjSdYh8wz2gBxxqzrsLe','https://api.spotify.com/v1/tracks/48EjSdYh8wz2gBxxqzrsLe','https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe',250973,4
232,1,0.706,0.566,7,-4.403,1,0.0783,0.127,0,0.606,0.393,113.062,'audio_features','7GwMPc1Id4sAotVekDP4b2','spotify:track:7GwMPc1Id4sAotVekDP4b2','https://api.spotify.com/v1/tracks/7GwMPc1Id4sAotVekDP4b2','https://api.spotify.com/v1/audio-analysis/7GwMPc1Id4sAotVekDP4b2',135920,4
233,1,0.768,0.807,2,-5.508,0,0.106,0.053,2.99E-06,0.214,0.575,112.001,'audio_features','7Fa5UNizycSms5jP3SQD3F','spotify:track:7Fa5UNizycSms5jP3SQD3F','https://api.spotify.com/v1/tracks/7Fa5UNizycSms5jP3SQD3F','https://api.spotify.com/v1/audio-analysis/7Fa5UNizycSms5jP3SQD3F',284000,4
234,1,0.813,0.409,6,-10.602,1,0.211,0.00533,0,0.133,0.283,97.431,'audio_features','36aVnefDY33LZCAlknx8Hq','spotify:track:36aVnefDY33LZCAlknx8Hq','https://api.spotify.com/v1/tracks/36aVnefDY33LZCAlknx8Hq','https://api.spotify.com/v1/audio-analysis/36aVnefDY33LZCAlknx8Hq',281773,4
235,1,0.596,0.492,1,-5.903,1,0.089,0.0277,1.45E-06,0.08,0.546,99.107,'audio_features','3JsPQbdGRRN6C7n8OsNTnj','spotify:track:3JsPQbdGRRN6C7n8OsNTnj','https://api.spotify.com/v1/tracks/3JsPQbdGRRN6C7n8OsNTnj','https://api.spotify.com/v1/audio-analysis/3JsPQbdGRRN6C7n8OsNTnj',264400,4
236,1,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,'audio_features','53nYJhuLN93D8WIDfJd4Rf','spotify:track:53nYJhuLN93D8WIDfJd4Rf','https://api.spotify.com/v1/tracks/53nYJhuLN93D8WIDfJd4Rf','https://api.spotify.com/v1/audio-analysis/53nYJhuLN93D8WIDfJd4Rf',231907,4
237,1,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,'audio_features','5EmCpD8tUj78VW3kgaEjME','spotify:track:5EmCpD8tUj78VW3kgaEjME','https://api.spotify.com/v1/tracks/5EmCpD8tUj78VW3kgaEjME','https://api.spotify.com/v1/audio-analysis/5EmCpD8tUj78VW3kgaEjME',323480,4
238,1,0.755,0.555,10,-6.376,0,0.337,0.0947,0,0.0757,0.653,85.452,'audio_features','4cHNfO5RQJXB0H1MZ1tBoz','spotify:track:4cHNfO5RQJXB0H1MZ1tBoz','https://api.spotify.com/v1/tracks/4cHNfO5RQJXB0H1MZ1tBoz','https://api.spotify.com/v1/audio-analysis/4cHNfO5RQJXB0H1MZ1tBoz',239333,4
239,1,0.738,0.596,6,-7.604,0,0.111,0.136,0,0.159,0.39,100.964,'audio_features','5AzYIo8Y7pvnKtdl2Yflcb','spotify:track:5AzYIo8Y7pvnKtdl2Yflcb','https://api.spotify.com/v1/tracks/5AzYIo8Y7pvnKtdl2Yflcb','https://api.spotify.com/v1/audio-analysis/5AzYIo8Y7pvnKtdl2Yflcb',230320,4
240,1,0.787,0.485,7,-8.299,1,0.114,0.0224,0,0.246,0.537,97.987,'audio_features','141P7NlXMEOGbaJIrvGqvi','spotify:track:141P7NlXMEOGbaJIrvGqvi','https://api.spotify.com/v1/tracks/141P7NlXMEOGbaJIrvGqvi','https://api.spotify.com/v1/audio-analysis/141P7NlXMEOGbaJIrvGqvi',273010,4
241,1,0.633,0.576,6,-7.837,1,0.0522,0.264,3.37E-05,0.127,0.296,119.799,'audio_features','5Ck3e6z1bcSCes5gdo0Ddt','spotify:track:5Ck3e6z1bcSCes5gdo0Ddt','https://api.spotify.com/v1/tracks/5Ck3e6z1bcSCes5gdo0Ddt','https://api.spotify.com/v1/audio-analysis/5Ck3e6z1bcSCes5gdo0Ddt',256080,4
242,1,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,'audio_features','2vPTtiR7x7T6Lr17CE2FAE','spotify:track:2vPTtiR7x7T6Lr17CE2FAE','https://api.spotify.com/v1/tracks/2vPTtiR7x7T6Lr17CE2FAE','https://api.spotify.com/v1/audio-analysis/2vPTtiR7x7T6Lr17CE2FAE',319467,4
243,1,0.8,0.566,1,-7.657,1,0.0547,0.175,0,0.112,0.582,97.514,'audio_features','1kaoB117BmtH7Wwl3beiio','spotify:track:1kaoB117BmtH7Wwl3beiio','https://api.spotify.com/v1/tracks/1kaoB117BmtH7Wwl3beiio','https://api.spotify.com/v1/audio-analysis/1kaoB117BmtH7Wwl3beiio',279867,4
244,1,0.828,0.946,1,-2.639,1,0.0702,0.00438,0.000125,0.325,0.573,112.017,'audio_features','1ShTILzei6Il4aJSkUEKOA','spotify:track:1ShTILzei6Il4aJSkUEKOA','https://api.spotify.com/v1/tracks/1ShTILzei6Il4aJSkUEKOA','https://api.spotify.com/v1/audio-analysis/1ShTILzei6Il4aJSkUEKOA',159589,4
245,1,0.798,0.532,7,-4.329,0,0.0489,0.386,4.31E-05,0.196,0.372,96.992,'audio_features','1kXmApTm4wonqscYBoLwxj','spotify:track:1kXmApTm4wonqscYBoLwxj','https://api.spotify.com/v1/tracks/1kXmApTm4wonqscYBoLwxj','https://api.spotify.com/v1/audio-analysis/1kXmApTm4wonqscYBoLwxj',221040,4
246,1,0.507,0.664,6,-4.763,0,0.0669,0.208,0,0.165,0.437,151.873,'audio_features','3PcRAilOjaOdX6RO5MzewO','spotify:track:3PcRAilOjaOdX6RO5MzewO','https://api.spotify.com/v1/tracks/3PcRAilOjaOdX6RO5MzewO','https://api.spotify.com/v1/audio-analysis/3PcRAilOjaOdX6RO5MzewO',293253,3
247,1,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,'audio_features','6p5abLu89ZSSpRQnbK9Wqs','spotify:track:6p5abLu89ZSSpRQnbK9Wqs','https://api.spotify.com/v1/tracks/6p5abLu89ZSSpRQnbK9Wqs','https://api.spotify.com/v1/audio-analysis/6p5abLu89ZSSpRQnbK9Wqs',226581,4
248,1,0.716,0.464,8,-6.003,1,0.24,0.00497,9.54E-05,0.081,0.197,147.992,'audio_features','7frWizM5FgJkaUl1rXhVtO','spotify:track:7frWizM5FgJkaUl1rXhVtO','https://api.spotify.com/v1/tracks/7frWizM5FgJkaUl1rXhVtO','https://api.spotify.com/v1/audio-analysis/7frWizM5FgJkaUl1rXhVtO',248467,4
249,1,0.945,0.394,10,-8.571,1,0.492,0.303,0,0.131,0.743,120.058,'audio_features','5GFDrUTLGJix84sNhjCG0g','spotify:track:5GFDrUTLGJix84sNhjCG0g','https://api.spotify.com/v1/tracks/5GFDrUTLGJix84sNhjCG0g','https://api.spotify.com/v1/audio-analysis/5GFDrUTLGJix84sNhjCG0g',209747,4
250,1,0.569,0.761,5,-6.071,0,0.475,0.261,6.71E-06,0.0748,0.325,180.122,'audio_features','0q5DrtpnnGpOvBy5nnPMbe','spotify:track:0q5DrtpnnGpOvBy5nnPMbe','https://api.spotify.com/v1/tracks/0q5DrtpnnGpOvBy5nnPMbe','https://api.spotify.com/v1/audio-analysis/0q5DrtpnnGpOvBy5nnPMbe',184000,4
251,1,0.629,0.572,5,-7.733,0,0.0387,0.57,0,0.192,0.386,100.015,'audio_features','5tz69p7tJuGPeMGwNTxYuV','spotify:track:5tz69p7tJuGPeMGwNTxYuV','https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV','https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV',250173,4
252,1,0.745,0.65,0,-5.992,0,0.227,0.149,0,0.107,0.521,159.994,'audio_features','7F1LWA9sIlTorHUo4amGqk','spotify:track:7F1LWA9sIlTorHUo4amGqk','https://api.spotify.com/v1/tracks/7F1LWA9sIlTorHUo4amGqk','https://api.spotify.com/v1/audio-analysis/7F1LWA9sIlTorHUo4amGqk',221968,4
253,1,0.668,0.503,7,-8.196,0,0.365,0.0075,0,0.441,0.333,160.054,'audio_features','0luqG2fhUz17ncifrWqrut','spotify:track:0luqG2fhUz17ncifrWqrut','https://api.spotify.com/v1/tracks/0luqG2fhUz17ncifrWqrut','https://api.spotify.com/v1/audio-analysis/0luqG2fhUz17ncifrWqrut',243146,4
254,1,0.384,0.512,4,-10.545,0,0.0753,0.0798,1.19E-05,0.129,0.234,107.241,'audio_features','2Gyc6e2cLxA5hoX1NOvYnU','spotify:track:2Gyc6e2cLxA5hoX1NOvYnU','https://api.spotify.com/v1/tracks/2Gyc6e2cLxA5hoX1NOvYnU','https://api.spotify.com/v1/audio-analysis/2Gyc6e2cLxA5hoX1NOvYnU',237787,4
255,1,0.58,0.657,6,-6.633,0,0.0571,0.00975,0,0.556,0.337,156.996,'audio_features','5CYRfPViGWqsLoypm1bX4u','spotify:track:5CYRfPViGWqsLoypm1bX4u','https://api.spotify.com/v1/tracks/5CYRfPViGWqsLoypm1bX4u','https://api.spotify.com/v1/audio-analysis/5CYRfPViGWqsLoypm1bX4u',174093,4
256,1,0.765,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.19,97.001,'audio_features','3pXF1nA74528Edde4of9CC','spotify:track:3pXF1nA74528Edde4of9CC','https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC','https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC',198293,4
257,1,0.804,0.584,10,-7.324,1,0.104,0.247,0,0.125,0.776,126.056,'audio_features','5IaXuXfY0RriJqt3Muww0q','spotify:track:5IaXuXfY0RriJqt3Muww0q','https://api.spotify.com/v1/tracks/5IaXuXfY0RriJqt3Muww0q','https://api.spotify.com/v1/audio-analysis/5IaXuXfY0RriJqt3Muww0q',213960,4
258,1,0.684,0.606,5,-7.268,0,0.0504,0.17,0,0.058,0.723,127.901,'audio_features','6TlRNJaezOdzdECnQeRuMM','spotify:track:6TlRNJaezOdzdECnQeRuMM','https://api.spotify.com/v1/tracks/6TlRNJaezOdzdECnQeRuMM','https://api.spotify.com/v1/audio-analysis/6TlRNJaezOdzdECnQeRuMM',275107,4
259,1,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,'audio_features','3nJjIYchBNkYm7B8XfJf5N','spotify:track:3nJjIYchBNkYm7B8XfJf5N','https://api.spotify.com/v1/tracks/3nJjIYchBNkYm7B8XfJf5N','https://api.spotify.com/v1/audio-analysis/3nJjIYchBNkYm7B8XfJf5N',220053,5
260,1,0.631,0.587,1,-9.439,0,0.0622,0.343,0.0044,0.205,0.457,67.648,'audio_features','0faYOYKrE2vel4dQQqgXkf','spotify:track:0faYOYKrE2vel4dQQqgXkf','https://api.spotify.com/v1/tracks/0faYOYKrE2vel4dQQqgXkf','https://api.spotify.com/v1/audio-analysis/0faYOYKrE2vel4dQQqgXkf',290427,4
261,1,0.389,0.167,6,-15.587,0,0.0476,0.848,0.000103,0.107,0.152,102.651,'audio_features','06UZYUYbMqpaawLgoKwSw9','spotify:track:06UZYUYbMqpaawLgoKwSw9','https://api.spotify.com/v1/tracks/06UZYUYbMqpaawLgoKwSw9','https://api.spotify.com/v1/audio-analysis/06UZYUYbMqpaawLgoKwSw9',265120,4
262,1,0.716,0.35,0,-11.094,1,0.0537,0.41,0.00134,0.0927,0.178,129.842,'audio_features','7DfFc7a6Rwfi3YQMRbDMau','spotify:track:7DfFc7a6Rwfi3YQMRbDMau','https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau','https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau',200747,4
263,1,0.466,0.548,5,-9.362,0,0.118,0.42,1.01E-06,0.113,0.423,89.815,'audio_features','7eqoqGkKwgOaWNNHx90uEZ','spotify:track:7eqoqGkKwgOaWNNHx90uEZ','https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ','https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ',307151,4
264,1,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,'audio_features','68vgtRHr7iZHpzGpon6Jlo','spotify:track:68vgtRHr7iZHpzGpon6Jlo','https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo','https://api.spotify.com/v1/audio-analysis/68vgtRHr7iZHpzGpon6Jlo',223440,4
